,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.3.2,CVC3,CVC4,Yices,Z3-4.4.1,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,best,worst,best time,best result,worst time,worst result,rf time,rf result,rf no time,rf no result,rand time
linked_list_rev:InPlaceRev:WP_parameter list_seg_sublistl,Valid,0.294229931294,Valid,0.171954459238,Valid,0.247403627596,Valid,0.409092450036,Valid,0.1833693595,Failure,7.6489732288,Failure,7.8450897026,2.0,0.0,2.037037,2.0,9.0,27.0,0.0,0.0,1.0,linked_list_rev.mlw,0.0,1.0,23.0,WP_parameter list_seg_sublistl,0.0,0.0,2.0,0.0,0.0,39.0,29.0,2.0,1.0,0.0,0.0,62.0,InPlaceRev,0.0,29.0,Timeout,10.1507478356,2.0,7.0,27.6489732288,0.247403627596,0.409092450036,0.1833693595,27.8450897026,30.1507478356,0.171954459238,0.294229931294,3.71261252918,3.04108739426,4.30220338777,4.5524696794,4.78739445426,11.4853338448,11.5130480453,13.2845466813,linked_list_rev:InPlaceRev:WP_parameter list_seg_sublistl,Aa34yzZv,Ay3a4zZv,vZz4a3yA,0.171954459238,Valid,26.053903217,Valid,0.171954459238,Valid,0.171954459238,Valid,4.53534509337
linked_list_rev:InPlaceRevSeq:WP_parameter app,Timeout,11.1247468878,Timeout,10.1583354128,Timeout,10.123569181,Timeout,10.2143625684,Timeout,10.140141254,Timeout,10.1486799392,Timeout,10.1512783922,26.0,0.0,1.871795,0.0,28.0,117.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,7.0,76.0,WP_parameter app,2.0,0.0,7.0,3.0,0.0,116.0,119.0,2.0,7.0,8.0,0.0,220.0,InPlaceRevSeq,0.0,91.0,Timeout,10.1248742804,0.0,22.0,30.1486799392,30.123569181,30.2143625684,30.140141254,30.1512783922,30.1248742804,30.1583354128,31.1247468878,12.6452101379,10.518655071,10.4492841752,12.8729005773,11.8190991464,12.3108901762,12.4264092428,12.6882271715,linked_list_rev:InPlaceRevSeq:WP_parameter app,3AyzZav4,3vyzZA4a,a4AZzyv3,82.1859879158,Timeout,82.1859879158,Timeout,83.1859879158,Timeout,82.1859879158,Timeout,82.1859879158
linked_list_rev:InPlaceRevSeq:WP_parameter in_place_reverse,Timeout,11.1258728788,Timeout,10.1395038662,Timeout,10.1318173766,Timeout,10.2185495184,Timeout,10.1416739164,Timeout,10.1398182904,Timeout,10.1480933422,15.0,0.0,1.821429,0.0,28.0,84.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,8.0,59.0,WP_parameter in_place_reverse,1.0,0.0,7.0,3.0,0.0,77.0,85.0,1.0,8.0,3.0,0.0,154.0,InPlaceRevSeq,0.0,58.0,Timeout,10.128916169,0.0,16.0,30.1398182904,30.1318173766,30.2185495184,30.1416739164,30.1480933422,30.128916169,30.1395038662,31.1258728788,9.84074502577,8.30384742604,7.13096406646,9.90358565187,10.0171999485,10.2588409507,10.0461016912,11.0805329624,linked_list_rev:InPlaceRevSeq:WP_parameter in_place_reverse,3Aa4yZzv,v3AzyZ4a,a4ZyzA3v,82.174245358,Timeout,82.174245358,Timeout,83.174245358,Timeout,82.174245358,Timeout,82.174245358
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_append,Timeout,11.1313971824,Timeout,10.1452696258,Valid,0.9571768434,Timeout,10.1807113696,Timeout,10.1412818794,Valid,4.3626708334,Valid,4.5194767168,5.0,0.0,2.5,0.0,11.0,28.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,19.0,WP_parameter list_seg_append,1.0,0.0,2.0,3.0,2.0,41.0,29.0,1.0,1.0,0.0,0.0,71.0,InPlaceRevSeq,0.0,38.0,Valid,0.938752135143,0.0,0.0,4.3626708334,0.9571768434,30.1807113696,30.1412818794,4.5194767168,0.938752135143,30.1452696258,31.1313971824,7.25981697107,5.83041837497,4.03122136321,6.03698346413,7.63180941476,7.0117011364,4.84822334737,7.47009375129,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_append,3ZA4zavy,v3zZyA4a,a4AyZz3v,0.938752135143,Valid,46.118136774,Valid,1.9571768434,Valid,0.9571768434,Valid,11.0142511436
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_functional,Unknown,3.7210882906,Unknown,0.425765137571,Valid,2.6756660076,Timeout,10.1806972684,Timeout,10.1275001192,Timeout,10.13525359,Timeout,10.1395876616,8.0,0.0,1.97561,0.0,12.0,41.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,28.0,WP_parameter list_seg_functional,1.0,0.0,2.0,8.0,3.0,43.0,42.0,1.0,1.0,0.0,0.0,82.0,InPlaceRevSeq,0.0,31.0,Timeout,10.12265723,0.0,4.0,30.13525359,2.6756660076,30.1806972684,30.1275001192,30.1395876616,30.12265723,10.4257651376,13.7210882906,5.76638580586,4.74407084907,3.99977395689,7.56647916244,6.14247803734,4.38950509386,4.05240785261,6.17285840992,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_functional,3ZzAayv4,3AavyzZ4,4ZzyvaA3,2.6756660076,Valid,57.528215305,Valid,3.10143114517,Valid,2.6756660076,Valid,30.1019406563
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_no_repet,Timeout,11.1383443034,Timeout,10.1415452322,Timeout,10.1387603358,Timeout,10.2079257854,Timeout,10.1340259846,Timeout,10.1377616394,Timeout,10.1472140084,11.0,0.0,1.945946,0.0,19.0,74.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,3.0,52.0,WP_parameter list_seg_no_repet,2.0,0.0,6.0,9.0,3.0,72.0,76.0,2.0,3.0,2.0,0.0,145.0,InPlaceRevSeq,0.0,57.0,Timeout,10.1231070466,0.0,6.0,30.1377616394,30.1387603358,30.2079257854,30.1340259846,30.1472140084,30.1231070466,30.1415452322,31.1383443034,7.28611641341,6.00382615716,8.55285645884,9.65967234699,8.79854150735,8.73974453803,9.08955718914,10.1245046639,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_no_repet,Aa3zyZ4v,vyz3AZ4a,a4ZA3zyv,82.1686843358,Timeout,82.1686843358,Timeout,83.1686843358,Timeout,82.1686843358,Timeout,82.1686843358
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_prefix,Timeout,11.1337203728,Timeout,10.1380365708,Timeout,10.1301089382,Timeout,10.2189835414,Timeout,10.1372754936,Timeout,10.150151557,Timeout,10.1449445782,5.0,0.0,2.170732,0.0,15.0,41.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,29.0,WP_parameter list_seg_prefix,1.0,0.0,3.0,5.0,4.0,50.0,42.0,1.0,1.0,0.0,0.0,90.0,InPlaceRevSeq,0.0,42.0,Timeout,10.1245340516,0.0,3.0,30.150151557,30.1301089382,30.2189835414,30.1372754936,30.1449445782,30.1245340516,30.1380365708,31.1337203728,6.98577310129,6.03167819008,5.62374484996,7.91030787521,7.51432819021,6.20938856976,5.60261329601,7.73023459433,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_prefix,Z3Azayv4,v3yAZz4a,a4zZAy3v,82.1777551036,Timeout,82.1777551036,Timeout,83.1777551036,Timeout,82.1777551036,Timeout,82.1777551036
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_sublistl,Timeout,11.1318535734,Valid,1.3663761552,Timeout,10.130539319,Timeout,11.1589502554,Timeout,10.1364378904,Timeout,10.1328783986,Timeout,10.1513817788,6.0,0.0,2.116279,0.0,13.0,43.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,33.0,WP_parameter list_seg_sublistl,1.0,0.0,3.0,5.0,1.0,52.0,44.0,1.0,1.0,0.0,0.0,92.0,InPlaceRevSeq,0.0,42.0,Timeout,10.1144164248,0.0,5.0,30.1328783986,30.130539319,31.1589502554,30.1364378904,30.1513817788,30.1144164248,1.3663761552,31.1318535734,7.3767488309,6.30273467161,5.31540789072,7.62990123796,7.43515244982,5.96589615677,5.49537961881,7.82769073306,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_sublistl,3ZzAay4v,Av3zyZa4,4aZyz3vA,1.3663761552,Valid,74.3228337956,Valid,32.7811756516,Valid,31.7811756516,Valid,37.8446049754
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_tail,Valid,1.3527820258,Valid,0.189671375133,Valid,0.689078631143,Timeout,10.1995180714,Timeout,10.1345317606,Timeout,10.1372203006,Timeout,10.1445337236,5.0,0.0,2.242424,0.0,11.0,33.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,24.0,WP_parameter list_seg_tail,1.0,0.0,2.0,8.0,2.0,40.0,34.0,1.0,1.0,0.0,0.0,75.0,InPlaceRevSeq,0.0,32.0,Timeout,10.1254491672,0.0,0.0,30.1372203006,0.689078631143,30.1995180714,30.1345317606,30.1445337236,30.1254491672,0.189671375133,1.3527820258,4.83092779513,3.51153162279,3.45507577206,5.97946111685,6.1431515398,3.72407782978,3.27357918004,5.47513964703,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_tail,Z3Azav4y,A3avyzZ4,4Zzyva3A,0.189671375133,Valid,52.0940350492,Valid,0.189671375133,Valid,10.8336123547,Valid,13.4291572665
linked_list_rev:InPlaceRevSeq:WP_parameter mem_decomp,Valid,1.6976058466,Valid,0.191032827208,Valid,0.423404088063,Timeout,10.190413804,Timeout,10.1207241608,Timeout,10.1382981298,Timeout,10.1418367926,4.0,0.0,2.0,0.0,14.0,34.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,2.0,27.0,WP_parameter mem_decomp,1.0,0.0,2.0,7.0,1.0,33.0,35.0,1.0,2.0,0.0,0.0,69.0,InPlaceRevSeq,0.0,25.0,Valid,0.74236843384,0.0,1.0,30.1382981298,0.423404088063,30.190413804,30.1207241608,30.1418367926,0.74236843384,0.191032827208,1.6976058466,5.26459094694,4.54415970453,4.20631668845,7.77584766414,6.29278287483,5.07829947067,4.65344026459,6.75925366148,linked_list_rev:InPlaceRevSeq:WP_parameter mem_decomp,3AZzayv4,A3vayzZ4,4Zzyav3A,0.191032827208,Valid,42.2888787338,Valid,0.191032827208,Valid,0.423404088063,Valid,8.88185737637
linked_list_rev:InPlaceRevSeq:get_tail,Valid,0.156315437208,Valid,0.157574598091,Valid,0.171037064608,Valid,0.207023091803,Valid,0.1798953642,Valid,0.176746739312,Valid,0.191962398063,1.0,0.0,2.0,0.0,7.0,11.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,9.0,get_tail,0.0,0.0,1.0,4.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,23.0,InPlaceRevSeq,0.0,7.0,Timeout,10.1299192038,0.0,0.0,0.176746739312,0.171037064608,0.207023091803,0.1798953642,0.191962398063,30.1299192038,0.157574598091,0.156315437208,4.81718813009,4.39096230934,4.44463784367,6.4800010898,8.44337270577,9.1703332348,9.36763936718,7.52244659987,linked_list_rev:InPlaceRevSeq:get_tail,A3a4vyzZ,aA3zyZ4v,v4Zyz3Aa,0.156315437208,Valid,10.3369422956,Valid,0.157574598091,Valid,0.157574598091,Valid,1.44346199952
linked_list_rev:InPlaceRevSeq:list_seg_frame_ext,Valid,0.1596394302,Valid,0.1579167157,Valid,0.153218175338,Valid,3.0271775284,Timeout,10.1241237654,Valid,0.171014009182,Valid,0.183682387769,0.0,0.0,2.555556,0.0,7.0,9.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,5.0,list_seg_frame_ext,0.0,0.0,3.0,0.0,0.0,14.0,9.0,0.0,1.0,1.0,0.0,24.0,InPlaceRevSeq,0.0,14.0,Timeout,10.1172481474,0.0,0.0,0.171014009182,0.153218175338,3.0271775284,30.1241237654,0.183682387769,30.1172481474,0.1579167157,0.1596394302,5.16258178003,4.51316220187,6.84344166049,7.11893749477,7.76865807418,7.22107985679,6.72983950433,9.39483263106,linked_list_rev:InPlaceRevSeq:list_seg_frame_ext,AaZ34zyv,3AazZ4vy,yv4ZzaA3,0.153218175338,Valid,23.2685494412,Valid,0.1579167157,Valid,0.1579167157,Valid,3.53373260007
linked_list_rev:InPlaceRevSeq:non_empty_seq,Valid,0.156768850132,Valid,0.15283419668,Valid,0.17458413165,Valid,0.214302627903,Timeout,10.1167170624,Valid,0.263973699622,Valid,0.266853894038,0.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,6.0,non_empty_seq,0.0,0.0,1.0,3.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,15.0,InPlaceRevSeq,0.0,4.0,Timeout,10.1147624022,0.0,0.0,0.263973699622,0.17458413165,0.214302627903,30.1167170624,0.266853894038,30.1147624022,0.15283419668,0.156768850132,4.73890261787,4.22931181443,5.28092770907,6.55542756637,8.41908650901,8.64021783447,8.5792809678,7.94533104109,linked_list_rev:InPlaceRevSeq:non_empty_seq,Aa34vyZz,Aa34zZvy,yvZz43aA,0.15283419668,Valid,20.4983333586,Valid,0.15283419668,Valid,0.15283419668,Valid,3.09509758542
linked_list_rev:InPlaceRevSeq:seq_tail_append,Valid,0.1811126808,Valid,0.17518235028,Valid,1.2474298286,Timeout,10.199356145,Timeout,10.1235299366,Valid,8.3086910934,Valid,8.4150083466,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,7.0,seq_tail_append,0.0,0.0,1.0,3.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,17.0,InPlaceRevSeq,0.0,5.0,Timeout,10.1338165158,0.0,0.0,8.3086910934,1.2474298286,30.199356145,30.1235299366,8.4150083466,30.1338165158,0.17518235028,0.1811126808,4.27341515313,3.70830035689,4.63212815784,5.97737080001,7.84531486438,8.13503364882,8.13783641639,7.36916075238,linked_list_rev:InPlaceRevSeq:seq_tail_append,Aa34vyzZ,Aa3zZyv4,4vyZz3aA,0.17518235028,Valid,38.871710944,Valid,0.17518235028,Valid,0.17518235028,Valid,8.7416019595
linked_list_rev:InPlaceRevSeq:tail_suffix,Valid,0.190664808302,Valid,0.170311230121,Timeout,10.1280004802,Valid,0.618805496326,Timeout,10.130397555,Valid,0.418352747452,Valid,0.415714749857,1.0,0.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,8.0,tail_suffix,0.0,0.0,1.0,3.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,21.0,InPlaceRevSeq,0.0,7.0,Timeout,10.1298352844,0.0,0.0,0.418352747452,30.1280004802,0.618805496326,30.130397555,0.415714749857,30.1298352844,0.170311230121,0.190664808302,4.4133160256,3.90237095932,3.97430332317,5.14099885967,7.3951672258,7.13698898008,7.10478918917,6.35987827185,linked_list_rev:InPlaceRevSeq:tail_suffix,A3a4vZzy,AaZz43vy,yv34zZaA,0.170311230121,Valid,31.0070388159,Valid,0.170311230121,Valid,0.170311230121,Valid,5.42747535968
max_matrix:MaxMatrixMemo:WP_parameter maximum,Timeout,11.0954232982,Timeout,10.1264560108,Timeout,10.1018063908,Timeout,10.1580307572,Timeout,10.08762517,Timeout,10.1200921908,Timeout,10.1238395846,68.0,0.0,1.886889,0.0,44.0,389.0,0.0,0.0,0.0,max_matrix.mlw,0.0,32.0,251.0,WP_parameter maximum,3.0,0.0,51.0,53.0,7.0,341.0,392.0,3.0,32.0,6.0,6.0,735.0,MaxMatrixMemo,0.0,258.0,Timeout,10.0857726608,0.0,30.0,30.1200921908,30.1018063908,30.1580307572,30.08762517,30.1238395846,30.0857726608,30.1264560108,31.0954232982,14.1928997336,12.4210723276,12.1769808982,14.2492474659,13.1518187025,11.4356563184,12.0124454525,12.9186877554,max_matrix:MaxMatrixMemo:WP_parameter maximum,zZ3Avya4,vy3zZA4a,a4AZz3yv,81.8990460632,Timeout,81.8990460632,Timeout,82.8990460632,Timeout,81.8990460632,Timeout,81.8990460632
max_matrix:MaxMatrixMemo:WP_parameter maxmat,Timeout,11.0882365962,Valid,0.31678185194,Timeout,10.0853511816,Valid,1.9198940564,Timeout,10.0851003426,Valid,0.14382873161,Valid,0.1462894582,6.0,0.0,1.735294,0.0,15.0,34.0,0.0,1.0,0.0,max_matrix.mlw,0.0,5.0,23.0,WP_parameter maxmat,0.0,0.0,3.0,4.0,2.0,24.0,34.0,0.0,6.0,0.0,0.0,60.0,MaxMatrixMemo,0.0,16.0,Timeout,10.111344785,0.0,4.0,0.14382873161,30.0853511816,1.9198940564,30.0851003426,0.1462894582,30.111344785,0.31678185194,31.0882365962,5.61247594409,3.97884681324,5.18516265683,5.19964704201,6.85096750951,6.31028479248,6.27168272413,6.97490893469,max_matrix:MaxMatrixMemo:WP_parameter maxmat,A34aZzyv,zZA4y3va,av3y4AZz,0.14382873161,Valid,43.2899269618,Valid,0.31678185194,Valid,0.31678185194,Valid,8.90570510562
max_matrix:MaxMatrixMemo:WP_parameter memo,Valid,0.129971051875,Valid,0.128134458346,Valid,0.155713233059,Valid,0.6923785355,Unknown,0.9696876686,Valid,0.14646045069,Valid,0.142685933364,10.0,0.0,1.808219,0.0,22.0,73.0,0.0,0.0,0.0,max_matrix.mlw,0.0,7.0,51.0,WP_parameter memo,0.0,0.0,6.0,9.0,5.0,57.0,73.0,0.0,7.0,1.0,0.0,133.0,MaxMatrixMemo,0.0,44.0,Timeout,10.0936551268,0.0,4.0,0.14646045069,0.155713233059,0.6923785355,10.9696876686,0.142685933364,30.0936551268,0.128134458346,0.129971051875,7.3091108529,5.41016595713,7.19166869019,8.60958524844,8.90256093147,7.75042247734,7.98380769813,8.75244964284,max_matrix:MaxMatrixMemo:WP_parameter memo,A3azZ4vy,AaZz34yv,vy43zZaA,0.128134458346,Valid,11.7557213309,Valid,0.128134458346,Valid,0.128134458346,Valid,1.81303481934
max_matrix:MaxMatrixMemo:sum_ind,Valid,0.939824197143,Valid,0.16784616076,Valid,0.160393725687,Valid,0.136831654975,Timeout,10.071517486,Valid,0.111160506873,Valid,0.106964475154,0.0,0.0,1.857143,0.0,9.0,14.0,0.0,0.0,0.0,max_matrix.mlw,0.0,3.0,13.0,sum_ind,0.0,0.0,1.0,1.0,0.0,14.0,14.0,0.0,3.0,0.0,0.0,27.0,MaxMatrixMemo,0.0,9.0,Timeout,10.0750004296,0.0,4.0,0.111160506873,0.160393725687,0.136831654975,30.071517486,0.106964475154,30.0750004296,0.16784616076,0.939824197143,6.32584177926,5.28650386824,6.02828303883,6.88986683543,9.40402385586,8.23074858113,8.16831077658,9.31124707934,max_matrix:MaxMatrixMemo:sum_ind,A3a4Zzvy,Zz43Aayv,vyaA34zZ,0.106964475154,Valid,21.0863421127,Valid,0.16784616076,Valid,0.16784616076,Valid,3.14857744137
patience:PatienceAbstract:WP_parameter play_card,Unknown,2.4298033504,Unknown,0.503610333833,Unknown,0.865047308,Timeout,10.1857655154,Timeout,10.1357135326,Timeout,10.1416472018,Timeout,10.1504503004,30.0,0.0,2.328829,4.0,31.0,222.0,0.0,0.0,0.0,patience.mlw,0.0,24.0,161.0,WP_parameter play_card,4.0,0.0,27.0,54.0,4.0,272.0,230.0,8.0,24.0,0.0,0.0,526.0,PatienceAbstract,0.0,218.0,Timeout,10.1279575352,0.0,0.0,30.1416472018,10.865047308,30.1857655154,30.1357135326,30.1504503004,30.1279575352,10.5036103338,12.4298033504,12.2921488541,8.7753852725,12.0770908159,12.5062986845,12.510786124,7.29481912313,7.25274038184,12.7067070135,patience:PatienceAbstract:WP_parameter play_card,ZzA3a4yv,A3avyzZ4,4Zzyva3A,54.5399950776,Unknown,54.5399950776,Timeout,55.0436054115,Timeout,54.5399950776,Timeout,54.5399950776
patience:PatienceAbstract:WP_parameter play_cards,Valid,0.425394215,Valid,0.250099936361,Valid,0.200473205786,Timeout,10.2105430688,Timeout,10.1225381728,Valid,0.1900652572,Valid,0.1884960566,18.0,0.0,2.164706,2.0,22.0,85.0,0.0,0.0,1.0,patience.mlw,0.0,8.0,56.0,WP_parameter play_cards,0.0,0.0,8.0,3.0,3.0,98.0,87.0,2.0,8.0,0.0,0.0,191.0,PatienceAbstract,0.0,91.0,Timeout,10.1161651964,1.0,2.0,0.1900652572,0.200473205786,30.2105430688,30.1225381728,0.1884960566,30.1161651964,0.250099936361,0.425394215,7.55743160022,5.35719655766,7.19505003561,8.09250409204,8.63003034938,10.9036243032,10.8370446989,11.9616223291,patience:PatienceAbstract:WP_parameter play_cards,A3a4yZzv,Zz3Aavy4,4yvaA3zZ,0.1884960566,Valid,30.874640653,Valid,0.250099936361,Valid,0.250099936361,Valid,5.32578014052
patience:PatienceAbstract:WP_parameter play_game,Timeout,11.1270545808,Timeout,10.1389739792,Unknown,2.40483583871,Timeout,11.1541622914,Failure,5.331851024,Timeout,10.1537073222,Unknown,0.75726919775,112.0,0.0,1.99322,14.0,31.0,590.0,2.0,5.0,0.0,patience.mlw,0.0,35.0,420.0,WP_parameter play_game,1.0,0.0,49.0,120.0,7.0,561.0,607.0,15.0,40.0,2.0,0.0,1207.0,PatienceAbstract,0.0,434.0,Timeout,10.1584104012,6.0,1.0,30.1537073222,12.4048358387,31.1541622914,25.331851024,10.7572691978,30.1584104012,30.1389739792,31.1270545808,13.8276000352,12.143169312,12.1714661971,13.8607627385,13.6622883761,11.3121425332,11.4475716245,13.585837646,patience:PatienceAbstract:WP_parameter play_game,zZA3vya4,Z3yAzva4,4avzAy3Z,61.2262646353,Unknown,61.2262646353,Timeout,62.2262646353,Timeout,61.2262646353,Timeout,61.2262646353
patience:PatienceAbstract:WP_parameter test,Valid,0.14616963045,Valid,0.1573500426,Valid,0.145853492929,Valid,0.174918095769,Timeout,10.118698587,Valid,0.15644331747,Valid,0.171573784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,PatienceAbstract,1.0,0.0,Valid,0.136532079,0.0,0.0,0.15644331747,0.145853492929,0.174918095769,30.118698587,0.171573784,0.136532079,0.1573500426,0.14616963045,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,patience:PatienceAbstract:WP_parameter test,3aAvyzZ4,v3azAZ4y,y4ZAza3v,0.136532079,Valid,10.2936166828,Valid,0.1573500426,Valid,0.145853492929,Valid,1.42038595798
patience:PatienceCode:WP_parameter play_cards,Valid,0.139609814162,Valid,0.141518007643,Valid,0.14542020595,Valid,0.172808720143,Valid,0.1353044063,Valid,0.174924045125,Valid,0.18093613991,4.0,0.0,1.666667,2.0,12.0,21.0,0.0,0.0,1.0,patience.mlw,0.0,3.0,14.0,WP_parameter play_cards,0.0,0.0,3.0,0.0,0.0,19.0,23.0,2.0,3.0,0.0,0.0,42.0,PatienceCode,0.0,14.0,Timeout,10.1351504184,1.0,3.0,0.174924045125,0.14542020595,0.172808720143,0.1353044063,0.18093613991,30.1351504184,0.141518007643,0.139609814162,3.7986588586,3.03283517157,3.69749233617,4.17489583232,4.43478271246,10.1856334075,10.1337251326,11.6225466284,patience:PatienceCode:WP_parameter play_cards,A3a4yZzv,yaA34zZv,vZz43Aay,0.1353044063,Valid,10.3160865583,Valid,0.141518007643,Valid,0.141518007643,Valid,1.42268256505
patience:PatienceCode:WP_parameter play_game,Valid,0.138317620987,Valid,0.1423954134,Valid,0.131975845378,Valid,0.144932251371,Valid,0.116555761,Valid,0.143743626769,Valid,0.141840771529,0.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,2.0,WP_parameter play_game,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,PatienceCode,0.0,0.0,Valid,0.113310808333,0.0,1.0,0.143743626769,0.131975845378,0.144932251371,0.116555761,0.141840771529,0.113310808333,0.1423954134,0.138317620987,3.01620594491,2.9138281707,0.828704399154,1.8635235517,2.04613988495,1.23193225546,0.755020240107,1.78571255921,patience:PatienceCode:WP_parameter play_game,Z3zv4yAa,vy3aZAz4,4zAZa3yv,0.113310808333,Valid,0.144932251371,Valid,0.1423954134,Valid,0.141840771529,Valid,0.134134012346
patience:PatienceCode:WP_parameter push_card,Valid,0.274261854556,Valid,0.158648750043,Valid,0.334259485633,Valid,0.362532447086,Valid,0.239994345039,Timeout,10.1428850828,Timeout,10.1611041426,4.0,0.0,1.774194,3.0,11.0,31.0,0.0,0.0,2.0,patience.mlw,0.0,2.0,25.0,WP_parameter push_card,1.0,0.0,2.0,0.0,0.0,33.0,35.0,4.0,2.0,0.0,0.0,65.0,PatienceCode,0.0,24.0,Timeout,10.1426708278,2.0,5.0,30.1428850828,0.334259485633,0.362532447086,0.239994345039,30.1611041426,30.1426708278,0.158648750043,0.274261854556,3.71567423061,2.40936211196,4.89940545517,5.66609968702,5.89762239347,9.14759207061,9.48477553964,12.1489725005,patience:PatienceCode:WP_parameter push_card,Aa34yzZv,Aya34vzZ,Zzv43ayA,0.158648750043,Valid,30.8091925003,Valid,0.158648750043,Valid,0.158648750043,Valid,5.34838271867
patience:PatienceCode:WP_parameter test,Valid,0.13680903631,Valid,0.13949961996,Valid,0.121981149935,Valid,0.136086106667,Valid,0.11818285235,Valid,0.131200706,Valid,0.133677869146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,PatienceCode,1.0,0.0,Valid,0.116457547552,0.0,0.0,0.131200706,0.121981149935,0.136086106667,0.11818285235,0.133677869146,0.116457547552,0.13949961996,0.13680903631,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,patience:PatienceCode:WP_parameter test,3aAvyzZ4,vy3zZ4aA,Aa4Zz3yv,0.116457547552,Valid,0.13949961996,Valid,0.13949961996,Valid,0.121981149935,Valid,0.12923686099
patience:PatienceCode:WP_parameter wf_rev_append_stacks,Valid,0.1647437815,Valid,0.1404648292,Valid,0.156368422932,Valid,0.240428947226,Valid,0.134719356563,Timeout,10.1449295412,Timeout,10.154416677,4.0,0.0,1.72,2.0,10.0,25.0,0.0,0.0,2.0,patience.mlw,0.0,1.0,18.0,WP_parameter wf_rev_append_stacks,0.0,0.0,2.0,0.0,1.0,26.0,27.0,2.0,1.0,0.0,0.0,51.0,PatienceCode,0.0,19.0,Valid,0.329916897823,2.0,3.0,30.1449295412,0.156368422932,0.240428947226,0.134719356563,30.154416677,0.329916897823,0.1404648292,0.1647437815,2.39607849606,1.74424589827,3.1640642056,4.25650355938,3.49090199999,9.87957776864,9.89877270571,12.3906588092,patience:PatienceCode:WP_parameter wf_rev_append_stacks,Aa3y4zZv,yA3a4vzZ,Zzv4a3Ay,0.134719356563,Valid,20.629263116,Valid,0.1404648292,Valid,0.1404648292,Valid,3.09434697514
